session_id,web_user_id,session_start_utc,session_end_utc,source_channel,campaign_id,device_type,country_code,converted_order_id,created_at
1000193,700079,2025-01-23T19:08:31+00:00,2025-01-23T19:08:49+00:00,Social,8003.0,mobile,US,,2026-08-15T12:00:00+00:00
1000194,700055,2025-10-14T06:26:21+00:00,2025-10-14T06:27:42+00:00,Affiliate,8001.0,mobile,US,9000115.0,2026-08-15T12:00:00+00:00
1000195,700030,2025-05-01T14:21:01+00:00,2025-05-01T14:23:03+00:00,Social,,desktop,US,,2026-08-15T12:00:00+00:00
1000196,700058,2025-06-07T16:36:04+00:00,2025-06-07T16:38:53+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000197,700076,2026-05-02T17:53:00+00:00,2026-05-02T17:55:22+00:00,Paid Search,8006.0,desktop,US,,2026-08-15T12:00:00+00:00
1000198,700061,2025-12-21T06:05:54+00:00,2025-12-21T06:06:12+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000199,700046,2025-09-28T01:17:16+00:00,2025-09-28T01:18:49+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000200,700007,2025-05-07T16:26:43+00:00,2025-05-07T16:27:05+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000201,700029,2026-04-28T02:43:46+00:00,2026-04-28T02:44:30+00:00,Affiliate,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000202,700029,2025-05-15T14:23:25+00:00,2025-05-15T14:25:39+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000203,700072,2025-11-16T18:15:49+00:00,2025-11-16T18:16:04+00:00,Organic,,tablet,US,,2026-08-15T12:00:00+00:00
1000204,700039,2025-03-14T23:44:58+00:00,2025-03-14T23:45:38+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000205,700016,2025-02-12T10:34:29+00:00,2025-02-12T10:34:59+00:00,Email,8003.0,desktop,US,,2026-08-15T12:00:00+00:00
1000206,700034,2025-05-05T18:51:18+00:00,2025-05-05T18:51:53+00:00,Social,8008.0,desktop,US,,2026-08-15T12:00:00+00:00
1000207,700080,2025-12-27T12:19:11+00:00,2025-12-27T12:20:33+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000208,700010,2025-06-12T01:41:38+00:00,2025-06-12T01:42:34+00:00,Social,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000209,700004,2025-04-23T03:23:25+00:00,2025-04-23T03:23:52+00:00,Paid Search,8008.0,mobile,US,,2026-08-15T12:00:00+00:00
1000210,700061,2025-07-08T08:46:00+00:00,2025-07-08T08:46:26+00:00,Paid Search,8008.0,mobile,US,,2026-08-15T12:00:00+00:00
1000211,700062,2025-02-23T23:40:00+00:00,2025-02-23T23:40:07+00:00,Email,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000212,700079,2026-05-05T05:03:56+00:00,2026-05-05T05:05:18+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000213,700019,2025-10-30T00:38:38+00:00,2025-10-30T00:40:32+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000214,700059,2026-06-26T01:13:56+00:00,2026-06-26T01:18:08+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000215,700053,2026-06-17T23:38:21+00:00,2026-06-17T23:39:25+00:00,Email,8006.0,mobile,US,,2026-08-15T12:00:00+00:00
1000216,700068,2025-12-22T16:05:51+00:00,2025-12-22T16:07:02+00:00,Paid Search,8005.0,mobile,US,,2026-08-15T12:00:00+00:00
1000217,700076,2025-06-22T16:03:10+00:00,2025-06-22T16:04:28+00:00,Paid Search,8003.0,mobile,US,,2026-08-15T12:00:00+00:00
1000218,700066,2025-11-25T13:28:32+00:00,2025-11-25T13:31:05+00:00,Direct,,tablet,US,,2026-08-15T12:00:00+00:00
1000219,700057,2026-04-24T03:11:57+00:00,2026-04-24T03:13:38+00:00,Paid Search,,desktop,US,,2026-08-15T12:00:00+00:00
1000220,700035,2025-11-04T05:34:30+00:00,2025-11-04T05:34:52+00:00,Social,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000221,700017,2026-04-09T16:10:43+00:00,2026-04-09T16:12:45+00:00,Paid Search,8008.0,mobile,US,9000047.0,2026-08-15T12:00:00+00:00
1000222,700050,2025-02-11T10:43:25+00:00,2025-02-11T10:45:01+00:00,Email,8008.0,desktop,US,,2026-08-15T12:00:00+00:00
1000223,700036,2025-08-11T10:37:33+00:00,2025-08-11T10:45:39+00:00,Paid Search,8005.0,mobile,US,,2026-08-15T12:00:00+00:00
1000224,700080,2025-12-05T12:33:49+00:00,2025-12-05T12:34:40+00:00,Affiliate,8007.0,mobile,US,,2026-08-15T12:00:00+00:00
1000225,700030,2026-03-12T22:38:31+00:00,2026-03-12T22:39:16+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000226,700050,2026-05-05T09:17:45+00:00,2026-05-05T09:19:10+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000227,700080,2025-03-18T11:38:54+00:00,2025-03-18T11:39:09+00:00,Affiliate,8007.0,desktop,US,,2026-08-15T12:00:00+00:00
1000228,700005,2026-07-28T06:39:57+00:00,2026-07-28T06:45:03+00:00,Paid Search,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000229,700010,2026-04-20T08:00:52+00:00,2026-04-20T08:02:53+00:00,Social,8004.0,mobile,US,,2026-08-15T12:00:00+00:00
1000230,700030,2025-01-24T12:05:17+00:00,2025-01-24T12:05:50+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000231,700016,2025-01-14T15:11:49+00:00,2025-01-14T15:13:12+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000232,700031,2026-05-24T20:50:05+00:00,2026-05-24T20:52:19+00:00,Social,8001.0,mobile,US,,2026-08-15T12:00:00+00:00
1000233,700016,2026-02-05T18:48:20+00:00,2026-02-05T18:49:22+00:00,Social,,desktop,US,,2026-08-15T12:00:00+00:00
1000234,700025,2025-06-26T22:29:15+00:00,2025-06-26T22:30:01+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000235,700036,2026-04-24T11:25:33+00:00,2026-04-24T11:26:26+00:00,Email,8004.0,mobile,US,,2026-08-15T12:00:00+00:00
1000236,700062,2025-03-21T14:15:21+00:00,2025-03-21T14:16:53+00:00,Social,8007.0,mobile,US,,2026-08-15T12:00:00+00:00
1000237,700071,2025-08-15T21:53:55+00:00,2025-08-15T21:54:28+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000238,700062,2025-05-29T16:10:04+00:00,2025-05-29T16:10:28+00:00,Affiliate,8006.0,desktop,US,,2026-08-15T12:00:00+00:00
1000239,700076,2025-08-21T23:06:16+00:00,2025-08-21T23:07:44+00:00,Email,8004.0,desktop,US,,2026-08-15T12:00:00+00:00
1000240,700011,2025-06-15T01:04:13+00:00,2025-06-15T01:04:46+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000241,700047,2025-03-30T12:43:27+00:00,2025-03-30T12:44:40+00:00,Paid Search,8007.0,desktop,US,,2026-08-15T12:00:00+00:00
1000242,700062,2025-11-07T14:54:36+00:00,2025-11-07T14:56:07+00:00,Social,8004.0,mobile,US,,2026-08-15T12:00:00+00:00
1000243,700002,2026-06-13T18:49:38+00:00,2026-06-13T18:50:15+00:00,Email,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000244,700009,2025-02-07T19:05:31+00:00,2025-02-07T19:06:24+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000245,700059,2026-06-18T09:54:02+00:00,2026-06-18T09:54:58+00:00,Direct,,mobile,US,9000189.0,2026-08-15T12:00:00+00:00
1000246,700006,2025-06-21T15:29:23+00:00,2025-06-21T15:30:59+00:00,Social,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000247,700033,2025-10-19T04:46:44+00:00,2025-10-19T04:47:41+00:00,Social,8006.0,desktop,US,,2026-08-15T12:00:00+00:00
1000248,700069,2026-03-09T22:46:20+00:00,2026-03-09T22:47:05+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000249,700052,2025-12-07T19:47:12+00:00,2025-12-07T19:48:59+00:00,Email,8008.0,desktop,US,,2026-08-15T12:00:00+00:00
1000250,700006,2026-04-05T21:52:02+00:00,2026-04-05T21:54:43+00:00,Paid Search,8001.0,mobile,US,,2026-08-15T12:00:00+00:00
1000251,700040,2026-06-03T17:19:29+00:00,2026-06-03T17:20:22+00:00,Social,,mobile,US,9000004.0,2026-08-15T12:00:00+00:00
1000252,700063,2026-01-29T17:28:34+00:00,2026-01-29T17:32:12+00:00,Paid Search,8006.0,mobile,US,,2026-08-15T12:00:00+00:00
1000253,700055,2025-08-02T00:28:52+00:00,2025-08-02T00:29:37+00:00,Social,8001.0,desktop,US,,2026-08-15T12:00:00+00:00
1000254,700014,2025-11-30T08:21:13+00:00,2025-11-30T08:21:32+00:00,Email,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000255,700061,2026-04-24T14:09:04+00:00,2026-04-24T14:12:20+00:00,Paid Search,8002.0,tablet,US,,2026-08-15T12:00:00+00:00
1000256,700018,2025-07-13T11:30:31+00:00,2025-07-13T11:31:04+00:00,Paid Search,,mobile,US,,2026-08-15T12:00:00+00:00
1000257,700079,2025-07-31T21:44:07+00:00,2025-07-31T21:44:56+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000258,700053,2025-09-22T01:22:04+00:00,2025-09-22T01:23:03+00:00,Paid Search,8007.0,mobile,US,,2026-08-15T12:00:00+00:00
1000259,700052,2025-08-22T10:56:53+00:00,2025-08-22T10:57:28+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000260,700043,2026-02-09T12:11:26+00:00,2026-02-09T12:13:32+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000261,700056,2026-02-17T02:24:19+00:00,2026-02-17T02:24:38+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000262,700007,2026-07-09T10:48:58+00:00,2026-07-09T10:49:11+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000263,700032,2025-12-11T04:19:16+00:00,2025-12-11T04:20:19+00:00,Direct,,mobile,US,,2026-08-15T12:00:00+00:00
1000264,700074,2025-05-02T11:53:29+00:00,2025-05-02T11:54:13+00:00,Email,8005.0,mobile,US,,2026-08-15T12:00:00+00:00
1000265,700018,2025-07-17T14:00:08+00:00,2025-07-17T14:01:45+00:00,Paid Search,,desktop,US,9000034.0,2026-08-15T12:00:00+00:00
1000266,700033,2025-02-27T18:34:53+00:00,2025-02-27T18:35:06+00:00,Organic,,mobile,US,9000034.0,2026-08-15T12:00:00+00:00
1000267,700063,2026-02-09T20:30:22+00:00,2026-02-09T20:31:20+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000268,700060,2025-01-13T07:49:08+00:00,2025-01-13T07:49:30+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000269,700034,2025-10-12T18:47:47+00:00,2025-10-12T18:48:38+00:00,Paid Search,8008.0,desktop,US,,2026-08-15T12:00:00+00:00
1000270,700078,2025-05-20T16:45:56+00:00,2025-05-20T16:48:06+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000271,700040,2026-01-11T22:38:42+00:00,2026-01-11T22:39:49+00:00,Paid Search,,mobile,US,,2026-08-15T12:00:00+00:00
1000272,700005,2026-04-27T21:01:14+00:00,2026-04-27T21:01:29+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000273,700063,2026-06-08T13:43:30+00:00,2026-06-08T13:47:51+00:00,Email,8001.0,mobile,US,,2026-08-15T12:00:00+00:00
1000274,700025,2026-07-16T04:46:11+00:00,2026-07-16T04:50:11+00:00,Paid Search,,desktop,US,,2026-08-15T12:00:00+00:00
1000275,700045,2025-08-18T07:48:11+00:00,2025-08-18T07:49:20+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000276,700053,2025-02-02T17:51:37+00:00,2025-02-02T17:52:09+00:00,Social,8005.0,mobile,US,,2026-08-15T12:00:00+00:00
1000277,700043,2025-05-25T02:36:03+00:00,2025-05-25T02:37:49+00:00,Paid Search,8002.0,desktop,US,,2026-08-15T12:00:00+00:00
1000278,700044,2026-06-17T20:37:09+00:00,2026-06-17T20:38:19+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000279,700022,2025-09-12T14:23:42+00:00,2025-09-12T14:24:37+00:00,Email,,mobile,US,,2026-08-15T12:00:00+00:00
1000280,700060,2025-10-07T00:19:20+00:00,2025-10-07T00:20:36+00:00,Affiliate,8007.0,mobile,US,,2026-08-15T12:00:00+00:00
1000281,700064,2025-06-19T20:02:50+00:00,2025-06-19T20:03:53+00:00,Paid Search,8003.0,desktop,US,9000033.0,2026-08-15T12:00:00+00:00
1000282,700019,2026-03-06T09:01:53+00:00,2026-03-06T09:04:45+00:00,Social,8002.0,mobile,US,,2026-08-15T12:00:00+00:00
1000283,700002,2025-07-16T07:44:13+00:00,2025-07-16T07:46:25+00:00,Email,,mobile,US,,2026-08-15T12:00:00+00:00
1000284,700074,2025-03-07T02:55:41+00:00,2025-03-07T02:56:59+00:00,Direct,,desktop,US,,2026-08-15T12:00:00+00:00
1000285,700064,2026-01-15T08:54:44+00:00,2026-01-15T08:55:19+00:00,Paid Search,8006.0,mobile,US,,2026-08-15T12:00:00+00:00
1000286,700080,2026-02-20T10:20:12+00:00,2026-02-20T10:22:19+00:00,Email,8006.0,mobile,US,,2026-08-15T12:00:00+00:00
1000287,700011,2026-04-07T02:16:47+00:00,2026-04-07T02:17:55+00:00,Social,,mobile,US,,2026-08-15T12:00:00+00:00
1000288,700063,2026-05-22T03:45:40+00:00,2026-05-22T03:47:39+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000289,700034,2025-09-07T10:27:48+00:00,2025-09-07T10:28:31+00:00,Paid Search,,desktop,US,,2026-08-15T12:00:00+00:00
1000290,700078,2025-08-19T05:44:40+00:00,2025-08-19T05:45:18+00:00,Organic,,desktop,US,,2026-08-15T12:00:00+00:00
1000291,700037,2025-02-18T01:29:12+00:00,2025-02-18T01:33:39+00:00,Paid Search,8007.0,mobile,US,,2026-08-15T12:00:00+00:00
1000292,700054,2025-05-20T14:08:27+00:00,2025-05-20T14:08:59+00:00,Paid Search,,tablet,US,,2026-08-15T12:00:00+00:00
1000293,700060,2026-06-06T14:34:48+00:00,2026-06-06T14:37:29+00:00,Affiliate,8005.0,mobile,US,,2026-08-15T12:00:00+00:00
1000294,700069,2025-12-31T04:23:12+00:00,2025-12-31T04:23:54+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000295,700028,2026-04-03T18:44:21+00:00,2026-04-03T18:45:38+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
1000296,700065,2025-12-08T15:55:37+00:00,2025-12-08T15:57:38+00:00,Paid Search,8008.0,desktop,US,,2026-08-15T12:00:00+00:00
1000297,700066,2026-05-01T10:13:04+00:00,2026-05-01T10:13:27+00:00,Paid Search,,desktop,US,,2026-08-15T12:00:00+00:00
1000298,700035,2025-12-20T10:37:49+00:00,2025-12-20T10:39:24+00:00,Social,8001.0,desktop,US,,2026-08-15T12:00:00+00:00
1000299,700062,2025-06-15T01:27:38+00:00,2025-06-15T01:29:34+00:00,Social,8003.0,desktop,US,,2026-08-15T12:00:00+00:00
1000300,700049,2026-04-03T04:37:36+00:00,2026-04-03T04:40:07+00:00,Organic,,mobile,US,,2026-08-15T12:00:00+00:00
