spend_id,spend_date,campaign_id,channel,spend_amount,impressions,clicks,currency_code,created_at
4000287,2026-03-16,8006,Affiliate,66.21,33541,347,USD,2026-08-15T12:00:00+00:00
4000288,2026-03-17,8006,Affiliate,17.59,42985,259,USD,2026-08-15T12:00:00+00:00
4000289,2026-03-18,8006,Affiliate,26.19,31596,26,USD,2026-08-15T12:00:00+00:00
4000290,2026-03-19,8006,Affiliate,16.8,18435,1368,USD,2026-08-15T12:00:00+00:00
4000291,2026-03-20,8006,Affiliate,55.42,33278,1668,USD,2026-08-15T12:00:00+00:00
4000292,2026-06-24,8007,Social,261.75,34715,644,USD,2026-08-15T12:00:00+00:00
4000293,2026-06-25,8007,Social,187.4,42819,1664,USD,2026-08-15T12:00:00+00:00
4000294,2026-06-26,8007,Social,718.98,32324,39,USD,2026-08-15T12:00:00+00:00
4000295,2026-06-27,8007,Social,447.46,22362,1601,USD,2026-08-15T12:00:00+00:00
4000296,2026-06-28,8007,Social,892.31,35537,1168,USD,2026-08-15T12:00:00+00:00
4000297,2026-06-29,8007,Social,90.05,42157,1888,USD,2026-08-15T12:00:00+00:00
4000298,2026-06-30,8007,Social,447.03,12748,1436,USD,2026-08-15T12:00:00+00:00
4000299,2026-07-01,8007,Social,869.49,49473,1728,USD,2026-08-15T12:00:00+00:00
4000300,2026-07-02,8007,Social,907.9,45894,1284,USD,2026-08-15T12:00:00+00:00
4000301,2026-07-03,8007,Social,923.63,46466,1916,USD,2026-08-15T12:00:00+00:00
4000302,2026-07-04,8007,Social,107.3,41916,878,USD,2026-08-15T12:00:00+00:00
4000303,2026-07-05,8007,Social,541.67,23812,1377,USD,2026-08-15T12:00:00+00:00
4000304,2026-07-06,8007,Social,622.84,31834,1597,USD,2026-08-15T12:00:00+00:00
4000305,2026-07-07,8007,Social,935.16,395,723,USD,2026-08-15T12:00:00+00:00
4000306,2026-07-08,8007,Social,371.69,15461,229,USD,2026-08-15T12:00:00+00:00
4000307,2026-07-09,8007,Social,834.45,10853,549,USD,2026-08-15T12:00:00+00:00
4000308,2026-07-10,8007,Social,153.54,28892,1188,USD,2026-08-15T12:00:00+00:00
4000309,2026-07-11,8007,Social,259.82,8679,104,USD,2026-08-15T12:00:00+00:00
4000310,2026-07-12,8007,Social,60.89,4574,1984,USD,2026-08-15T12:00:00+00:00
4000311,2026-07-13,8007,Social,334.53,6695,1276,USD,2026-08-15T12:00:00+00:00
4000312,2026-07-14,8007,Social,185.02,11687,1032,USD,2026-08-15T12:00:00+00:00
4000313,2026-07-15,8007,Social,542.38,30777,255,USD,2026-08-15T12:00:00+00:00
4000314,2026-07-16,8007,Social,35.31,7819,1029,USD,2026-08-15T12:00:00+00:00
4000315,2026-07-17,8007,Social,350.3,41207,885,USD,2026-08-15T12:00:00+00:00
4000316,2026-07-18,8007,Social,131.82,25590,522,USD,2026-08-15T12:00:00+00:00
4000317,2026-07-19,8007,Social,607.34,19758,1928,USD,2026-08-15T12:00:00+00:00
4000318,2026-07-20,8007,Social,786.01,42944,250,USD,2026-08-15T12:00:00+00:00
4000319,2026-07-21,8007,Social,158.76,34030,1993,USD,2026-08-15T12:00:00+00:00
4000320,2026-07-22,8007,Social,136.01,37236,176,USD,2026-08-15T12:00:00+00:00
4000321,2026-07-23,8007,Social,205.48,21347,1815,USD,2026-08-15T12:00:00+00:00
4000322,2026-07-24,8007,Social,119.96,35637,776,USD,2026-08-15T12:00:00+00:00
4000323,2026-07-25,8007,Social,116.14,5562,1159,USD,2026-08-15T12:00:00+00:00
4000324,2026-07-26,8007,Social,25.7,30091,424,USD,2026-08-15T12:00:00+00:00
4000325,2026-07-27,8007,Social,418.59,36207,228,USD,2026-08-15T12:00:00+00:00
4000326,2026-07-28,8007,Social,721.26,39060,243,USD,2026-08-15T12:00:00+00:00
4000327,2026-07-29,8007,Social,184.24,8953,620,USD,2026-08-15T12:00:00+00:00
4000328,2026-07-30,8007,Social,286.19,7098,549,USD,2026-08-15T12:00:00+00:00
4000329,2026-07-31,8007,Social,364.83,19464,141,USD,2026-08-15T12:00:00+00:00
4000330,2026-08-01,8007,Social,252.6,36774,195,USD,2026-08-15T12:00:00+00:00
4000331,2026-08-02,8007,Social,818.85,14916,544,USD,2026-08-15T12:00:00+00:00
4000332,2026-08-03,8007,Social,466.67,1563,1698,USD,2026-08-15T12:00:00+00:00
4000333,2026-08-04,8007,Social,143.82,6179,189,USD,2026-08-15T12:00:00+00:00
4000334,2026-08-05,8007,Social,544.55,122,1796,USD,2026-08-15T12:00:00+00:00
4000335,2026-08-06,8007,Social,720.13,27477,1509,USD,2026-08-15T12:00:00+00:00
4000336,2026-08-07,8007,Social,402.89,36390,44,USD,2026-08-15T12:00:00+00:00
4000337,2026-08-08,8007,Social,412.5,21353,1686,USD,2026-08-15T12:00:00+00:00
4000338,2026-05-22,8008,Affiliate,468.52,42200,1322,USD,2026-08-15T12:00:00+00:00
4000339,2026-05-23,8008,Affiliate,826.19,48044,1253,USD,2026-08-15T12:00:00+00:00
4000340,2026-05-24,8008,Affiliate,887.65,16722,455,USD,2026-08-15T12:00:00+00:00
4000341,2026-05-25,8008,Affiliate,789.53,30221,244,USD,2026-08-15T12:00:00+00:00
4000342,2026-05-26,8008,Affiliate,359.95,16711,807,USD,2026-08-15T12:00:00+00:00
4000343,2026-05-27,8008,Affiliate,596.9,31162,1323,USD,2026-08-15T12:00:00+00:00
4000344,2026-05-28,8008,Affiliate,466.42,29298,120,USD,2026-08-15T12:00:00+00:00
4000345,2026-05-29,8008,Affiliate,599.47,25858,1106,USD,2026-08-15T12:00:00+00:00
4000346,2026-05-30,8008,Affiliate,837.94,13813,1212,USD,2026-08-15T12:00:00+00:00
4000347,2026-05-31,8008,Affiliate,741.64,32276,336,USD,2026-08-15T12:00:00+00:00
4000348,2026-06-01,8008,Affiliate,689.51,294,777,USD,2026-08-15T12:00:00+00:00
4000349,2026-06-02,8008,Affiliate,659.02,32770,1239,USD,2026-08-15T12:00:00+00:00
4000350,2026-06-03,8008,Affiliate,306.18,6240,1408,USD,2026-08-15T12:00:00+00:00
4000351,2026-06-04,8008,Affiliate,496.63,14610,672,USD,2026-08-15T12:00:00+00:00
4000352,2026-06-05,8008,Affiliate,241.81,14831,1540,USD,2026-08-15T12:00:00+00:00
4000353,2026-06-06,8008,Affiliate,933.42,20628,1047,USD,2026-08-15T12:00:00+00:00
4000354,2026-06-07,8008,Affiliate,608.75,28705,1723,USD,2026-08-15T12:00:00+00:00
4000355,2026-06-08,8008,Affiliate,629.05,40919,1570,USD,2026-08-15T12:00:00+00:00
4000356,2026-06-09,8008,Affiliate,843.38,34028,108,USD,2026-08-15T12:00:00+00:00
4000357,2026-06-10,8008,Affiliate,576.59,29570,1842,USD,2026-08-15T12:00:00+00:00
4000358,2026-06-11,8008,Affiliate,156.86,41729,755,USD,2026-08-15T12:00:00+00:00
4000359,2026-06-12,8008,Affiliate,104.12,16596,722,USD,2026-08-15T12:00:00+00:00
4000360,2026-06-13,8008,Affiliate,737.41,39368,1250,USD,2026-08-15T12:00:00+00:00
4000361,2026-06-14,8008,Affiliate,128.13,12714,1575,USD,2026-08-15T12:00:00+00:00
4000362,2026-06-15,8008,Affiliate,690.1,30158,1053,USD,2026-08-15T12:00:00+00:00
4000363,2026-06-16,8008,Affiliate,370.25,36612,1725,USD,2026-08-15T12:00:00+00:00
4000364,2026-06-17,8008,Affiliate,518.2,4588,1081,USD,2026-08-15T12:00:00+00:00
4000365,2026-06-18,8008,Affiliate,277.62,38698,1228,USD,2026-08-15T12:00:00+00:00
4000366,2026-06-19,8008,Affiliate,456.98,6087,617,USD,2026-08-15T12:00:00+00:00
4000367,2026-06-20,8008,Affiliate,484.88,32216,1022,USD,2026-08-15T12:00:00+00:00
4000368,2026-06-21,8008,Affiliate,418.44,29714,505,USD,2026-08-15T12:00:00+00:00
4000369,2026-06-22,8008,Affiliate,968.85,39642,55,USD,2026-08-15T12:00:00+00:00
4000370,2026-06-23,8008,Affiliate,856.41,32835,1193,USD,2026-08-15T12:00:00+00:00
4000371,2026-06-24,8008,Affiliate,666.65,20636,1653,USD,2026-08-15T12:00:00+00:00
4000372,2026-06-25,8008,Affiliate,55.88,46813,467,USD,2026-08-15T12:00:00+00:00
4000373,2026-06-26,8008,Affiliate,196.84,39629,583,USD,2026-08-15T12:00:00+00:00
4000374,2026-06-27,8008,Affiliate,142.97,1313,239,USD,2026-08-15T12:00:00+00:00
4000375,2026-06-28,8008,Affiliate,785.68,39857,26,USD,2026-08-15T12:00:00+00:00
4000376,2026-06-29,8008,Affiliate,447.95,25193,516,USD,2026-08-15T12:00:00+00:00
4000377,2026-06-30,8008,Affiliate,202.44,25561,806,USD,2026-08-15T12:00:00+00:00
4000378,2026-07-01,8008,Affiliate,567.81,32727,815,USD,2026-08-15T12:00:00+00:00
4000379,2026-07-02,8008,Affiliate,1018.05,186,1593,USD,2026-08-15T12:00:00+00:00
4000380,2026-07-03,8008,Affiliate,632.0,40975,667,USD,2026-08-15T12:00:00+00:00
4000381,2026-07-04,8008,Affiliate,339.96,33980,397,USD,2026-08-15T12:00:00+00:00
4000382,2026-07-05,8008,Affiliate,675.41,6289,1267,USD,2026-08-15T12:00:00+00:00
4000383,2026-07-06,8008,Affiliate,534.15,34641,178,USD,2026-08-15T12:00:00+00:00
4000384,2026-07-07,8008,Affiliate,267.76,21295,1772,USD,2026-08-15T12:00:00+00:00
4000385,2026-07-08,8008,Affiliate,526.89,2850,650,USD,2026-08-15T12:00:00+00:00
4000386,2026-07-09,8008,Affiliate,627.88,13723,725,USD,2026-08-15T12:00:00+00:00
4000387,2026-07-10,8008,Affiliate,111.56,41381,184,USD,2026-08-15T12:00:00+00:00
4000388,2026-07-11,8008,Affiliate,864.86,47843,769,USD,2026-08-15T12:00:00+00:00
4000389,2026-07-12,8008,Affiliate,727.28,8958,1809,USD,2026-08-15T12:00:00+00:00
4000390,2026-07-13,8008,Affiliate,801.73,2461,538,USD,2026-08-15T12:00:00+00:00
4000391,2026-07-14,8008,Affiliate,254.42,43146,946,USD,2026-08-15T12:00:00+00:00
4000392,2026-07-15,8008,Affiliate,691.76,36703,1631,USD,2026-08-15T12:00:00+00:00
4000393,2026-07-16,8008,Affiliate,788.09,37328,1822,USD,2026-08-15T12:00:00+00:00
4000394,2026-07-17,8008,Affiliate,321.98,41381,1417,USD,2026-08-15T12:00:00+00:00
4000395,2026-07-18,8008,Affiliate,144.99,11357,1478,USD,2026-08-15T12:00:00+00:00
4000396,2026-07-19,8008,Affiliate,254.86,6796,629,USD,2026-08-15T12:00:00+00:00
4000397,2026-07-20,8008,Affiliate,685.28,39285,1786,USD,2026-08-15T12:00:00+00:00
4000398,2026-07-21,8008,Affiliate,420.04,9356,1343,USD,2026-08-15T12:00:00+00:00
