date_key,full_date,day_number,day_name,week_number,month_number,month_name,quarter_number,calendar_year,is_weekend,load_timestamp_utc,batch_id,source_system
20220113,2022-01-13,13,Thursday,2,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220114,2022-01-14,14,Friday,2,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220115,2022-01-15,15,Saturday,2,1,January,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220116,2022-01-16,16,Sunday,2,1,January,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220117,2022-01-17,17,Monday,3,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220118,2022-01-18,18,Tuesday,3,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220119,2022-01-19,19,Wednesday,3,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220120,2022-01-20,20,Thursday,3,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220121,2022-01-21,21,Friday,3,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220122,2022-01-22,22,Saturday,3,1,January,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220123,2022-01-23,23,Sunday,3,1,January,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220124,2022-01-24,24,Monday,4,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220125,2022-01-25,25,Tuesday,4,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220126,2022-01-26,26,Wednesday,4,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220127,2022-01-27,27,Thursday,4,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220128,2022-01-28,28,Friday,4,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220129,2022-01-29,29,Saturday,4,1,January,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220130,2022-01-30,30,Sunday,4,1,January,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220131,2022-01-31,31,Monday,5,1,January,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220201,2022-02-01,1,Tuesday,5,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220202,2022-02-02,2,Wednesday,5,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220203,2022-02-03,3,Thursday,5,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220204,2022-02-04,4,Friday,5,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220205,2022-02-05,5,Saturday,5,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220206,2022-02-06,6,Sunday,5,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220207,2022-02-07,7,Monday,6,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220208,2022-02-08,8,Tuesday,6,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220209,2022-02-09,9,Wednesday,6,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220210,2022-02-10,10,Thursday,6,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220211,2022-02-11,11,Friday,6,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220212,2022-02-12,12,Saturday,6,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220213,2022-02-13,13,Sunday,6,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220214,2022-02-14,14,Monday,7,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220215,2022-02-15,15,Tuesday,7,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220216,2022-02-16,16,Wednesday,7,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220217,2022-02-17,17,Thursday,7,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220218,2022-02-18,18,Friday,7,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220219,2022-02-19,19,Saturday,7,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220220,2022-02-20,20,Sunday,7,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220221,2022-02-21,21,Monday,8,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220222,2022-02-22,22,Tuesday,8,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220223,2022-02-23,23,Wednesday,8,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220224,2022-02-24,24,Thursday,8,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220225,2022-02-25,25,Friday,8,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220226,2022-02-26,26,Saturday,8,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220227,2022-02-27,27,Sunday,8,2,February,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220228,2022-02-28,28,Monday,9,2,February,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220301,2022-03-01,1,Tuesday,9,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220302,2022-03-02,2,Wednesday,9,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220303,2022-03-03,3,Thursday,9,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220304,2022-03-04,4,Friday,9,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220305,2022-03-05,5,Saturday,9,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220306,2022-03-06,6,Sunday,9,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220307,2022-03-07,7,Monday,10,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220308,2022-03-08,8,Tuesday,10,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220309,2022-03-09,9,Wednesday,10,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220310,2022-03-10,10,Thursday,10,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220311,2022-03-11,11,Friday,10,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220312,2022-03-12,12,Saturday,10,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220313,2022-03-13,13,Sunday,10,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220314,2022-03-14,14,Monday,11,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220315,2022-03-15,15,Tuesday,11,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220316,2022-03-16,16,Wednesday,11,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220317,2022-03-17,17,Thursday,11,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220318,2022-03-18,18,Friday,11,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220319,2022-03-19,19,Saturday,11,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220320,2022-03-20,20,Sunday,11,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220321,2022-03-21,21,Monday,12,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220322,2022-03-22,22,Tuesday,12,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220323,2022-03-23,23,Wednesday,12,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220324,2022-03-24,24,Thursday,12,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220325,2022-03-25,25,Friday,12,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220326,2022-03-26,26,Saturday,12,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220327,2022-03-27,27,Sunday,12,3,March,1,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220328,2022-03-28,28,Monday,13,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220329,2022-03-29,29,Tuesday,13,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220330,2022-03-30,30,Wednesday,13,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220331,2022-03-31,31,Thursday,13,3,March,1,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220401,2022-04-01,1,Friday,13,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220402,2022-04-02,2,Saturday,13,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220403,2022-04-03,3,Sunday,13,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220404,2022-04-04,4,Monday,14,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220405,2022-04-05,5,Tuesday,14,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220406,2022-04-06,6,Wednesday,14,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220407,2022-04-07,7,Thursday,14,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220408,2022-04-08,8,Friday,14,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220409,2022-04-09,9,Saturday,14,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220410,2022-04-10,10,Sunday,14,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220411,2022-04-11,11,Monday,15,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220412,2022-04-12,12,Tuesday,15,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220413,2022-04-13,13,Wednesday,15,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220414,2022-04-14,14,Thursday,15,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220415,2022-04-15,15,Friday,15,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220416,2022-04-16,16,Saturday,15,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220417,2022-04-17,17,Sunday,15,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220418,2022-04-18,18,Monday,16,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220419,2022-04-19,19,Tuesday,16,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220420,2022-04-20,20,Wednesday,16,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220421,2022-04-21,21,Thursday,16,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220422,2022-04-22,22,Friday,16,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220423,2022-04-23,23,Saturday,16,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220424,2022-04-24,24,Sunday,16,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220425,2022-04-25,25,Monday,17,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220426,2022-04-26,26,Tuesday,17,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220427,2022-04-27,27,Wednesday,17,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220428,2022-04-28,28,Thursday,17,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220429,2022-04-29,29,Friday,17,4,April,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220430,2022-04-30,30,Saturday,17,4,April,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220501,2022-05-01,1,Sunday,17,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220502,2022-05-02,2,Monday,18,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220503,2022-05-03,3,Tuesday,18,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220504,2022-05-04,4,Wednesday,18,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220505,2022-05-05,5,Thursday,18,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220506,2022-05-06,6,Friday,18,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220507,2022-05-07,7,Saturday,18,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220508,2022-05-08,8,Sunday,18,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220509,2022-05-09,9,Monday,19,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220510,2022-05-10,10,Tuesday,19,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220511,2022-05-11,11,Wednesday,19,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220512,2022-05-12,12,Thursday,19,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220513,2022-05-13,13,Friday,19,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220514,2022-05-14,14,Saturday,19,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220515,2022-05-15,15,Sunday,19,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220516,2022-05-16,16,Monday,20,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220517,2022-05-17,17,Tuesday,20,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220518,2022-05-18,18,Wednesday,20,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220519,2022-05-19,19,Thursday,20,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220520,2022-05-20,20,Friday,20,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220521,2022-05-21,21,Saturday,20,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220522,2022-05-22,22,Sunday,20,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220523,2022-05-23,23,Monday,21,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220524,2022-05-24,24,Tuesday,21,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220525,2022-05-25,25,Wednesday,21,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220526,2022-05-26,26,Thursday,21,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220527,2022-05-27,27,Friday,21,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220528,2022-05-28,28,Saturday,21,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220529,2022-05-29,29,Sunday,21,5,May,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220530,2022-05-30,30,Monday,22,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220531,2022-05-31,31,Tuesday,22,5,May,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220601,2022-06-01,1,Wednesday,22,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220602,2022-06-02,2,Thursday,22,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220603,2022-06-03,3,Friday,22,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220604,2022-06-04,4,Saturday,22,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220605,2022-06-05,5,Sunday,22,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220606,2022-06-06,6,Monday,23,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220607,2022-06-07,7,Tuesday,23,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220608,2022-06-08,8,Wednesday,23,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220609,2022-06-09,9,Thursday,23,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220610,2022-06-10,10,Friday,23,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220611,2022-06-11,11,Saturday,23,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220612,2022-06-12,12,Sunday,23,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220613,2022-06-13,13,Monday,24,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220614,2022-06-14,14,Tuesday,24,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220615,2022-06-15,15,Wednesday,24,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220616,2022-06-16,16,Thursday,24,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220617,2022-06-17,17,Friday,24,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220618,2022-06-18,18,Saturday,24,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220619,2022-06-19,19,Sunday,24,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220620,2022-06-20,20,Monday,25,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220621,2022-06-21,21,Tuesday,25,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220622,2022-06-22,22,Wednesday,25,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220623,2022-06-23,23,Thursday,25,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220624,2022-06-24,24,Friday,25,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220625,2022-06-25,25,Saturday,25,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220626,2022-06-26,26,Sunday,25,6,June,2,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220627,2022-06-27,27,Monday,26,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220628,2022-06-28,28,Tuesday,26,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220629,2022-06-29,29,Wednesday,26,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220630,2022-06-30,30,Thursday,26,6,June,2,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220701,2022-07-01,1,Friday,26,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220702,2022-07-02,2,Saturday,26,7,July,3,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220703,2022-07-03,3,Sunday,26,7,July,3,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220704,2022-07-04,4,Monday,27,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220705,2022-07-05,5,Tuesday,27,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220706,2022-07-06,6,Wednesday,27,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220707,2022-07-07,7,Thursday,27,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220708,2022-07-08,8,Friday,27,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220709,2022-07-09,9,Saturday,27,7,July,3,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220710,2022-07-10,10,Sunday,27,7,July,3,2022,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220711,2022-07-11,11,Monday,28,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220712,2022-07-12,12,Tuesday,28,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220713,2022-07-13,13,Wednesday,28,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20220714,2022-07-14,14,Thursday,28,7,July,3,2022,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
