order_id,order_number,customer_id,store_id,employee_id,channel_code,order_timestamp,order_status,promotion_code,currency_code,created_at,updated_at
9000179,ORD-009000179,100044,202,,ONLINE,2026-05-12T20:03:00,SHIPPED,FREESHIP,USD,2026-05-12T20:03:00,2026-08-15T12:00:00
9000180,ORD-009000180,100011,202,302.0,STORE,2024-04-19T19:42:00,COMPLETED,,USD,2024-04-19T19:42:00,2026-08-15T12:00:00
9000181,ORD-009000181,100050,201,,ONLINE,2026-07-13T11:02:00,COMPLETED,WEEKEND15,USD,2026-07-13T11:02:00,2026-08-15T12:00:00
9000182,ORD-009000182,100045,205,310.0,STORE,2024-10-14T09:44:00,COMPLETED,FREESHIP,USD,2024-10-14T09:44:00,2026-08-15T12:00:00
9000183,ORD-009000183,100012,205,,ONLINE,2025-10-18T13:39:00,COMPLETED,,USD,2025-10-18T13:39:00,2026-08-15T12:00:00
9000184,ORD-009000184,100021,203,,ONLINE,2025-07-18T20:19:00,COMPLETED,FREESHIP,USD,2025-07-18T20:19:00,2026-08-15T12:00:00
9000185,ORD-009000185,100051,204,,ONLINE,2026-05-02T17:21:00,COMPLETED,,USD,2026-05-02T17:21:00,2026-08-15T12:00:00
9000186,ORD-009000186,100053,201,,ONLINE,2026-07-17T11:43:00,COMPLETED,,USD,2026-07-17T11:43:00,2026-08-15T12:00:00
9000187,ORD-009000187,100032,203,,ONLINE,2024-12-09T16:41:00,COMPLETED,,USD,2024-12-09T16:41:00,2026-08-15T12:00:00
9000188,ORD-009000188,100009,205,,ONLINE,2024-05-31T18:17:00,SHIPPED,,USD,2024-05-31T18:17:00,2026-08-15T12:00:00
9000189,ORD-009000189,100055,202,,ONLINE,2026-07-20T13:43:00,COMPLETED,FREESHIP,USD,2026-07-20T13:43:00,2026-08-15T12:00:00
9000190,ORD-009000190,100013,205,315.0,STORE,2026-07-14T09:30:00,CANCELLED,FREESHIP,USD,2026-07-14T09:30:00,2026-08-15T12:00:00
9000191,ORD-009000191,100004,201,,ONLINE,2026-07-14T14:36:00,COMPLETED,WEEKEND15,USD,2026-07-14T14:36:00,2026-08-15T12:00:00
9000192,ORD-009000192,100015,204,309.0,STORE,2025-09-26T17:50:00,COMPLETED,WEEKEND15,USD,2025-09-26T17:50:00,2026-08-15T12:00:00
9000193,ORD-009000193,100010,201,,ONLINE,2025-12-08T19:40:00,COMPLETED,WELCOME10,USD,2025-12-08T19:40:00,2026-08-15T12:00:00
9000194,ORD-009000194,100024,205,,ONLINE,2025-05-20T22:17:00,SHIPPED,WEEKEND15,USD,2025-05-20T22:17:00,2026-08-15T12:00:00
9000195,ORD-009000195,100047,201,301.0,STORE,2026-03-15T13:35:00,COMPLETED,WEEKEND15,USD,2026-03-15T13:35:00,2026-08-15T12:00:00
9000196,ORD-009000196,100017,203,308.0,STORE,2024-06-05T15:14:00,COMPLETED,FREESHIP,USD,2024-06-05T15:14:00,2026-08-15T12:00:00
9000197,ORD-009000197,100005,205,,ONLINE,2026-06-26T15:10:00,COMPLETED,FREESHIP,USD,2026-06-26T15:10:00,2026-08-15T12:00:00
9000198,ORD-009000198,100022,204,304.0,STORE,2024-12-05T11:46:00,SHIPPED,,USD,2024-12-05T11:46:00,2026-08-15T12:00:00
9000199,ORD-009000199,100004,205,,ONLINE,2026-07-04T14:01:00,COMPLETED,,USD,2026-07-04T14:01:00,2026-08-15T12:00:00
9000200,ORD-009000200,100053,201,,ONLINE,2026-07-18T15:43:00,COMPLETED,WEEKEND15,USD,2026-07-18T15:43:00,2026-08-15T12:00:00
