payment_id,order_id,payment_timestamp,payment_method,payment_status,amount,currency_code,transaction_reference,created_at,updated_at
20000168,9000168,2026-07-02T17:07:00,CARD,CAPTURED,37.89,USD,PAY-4C9FAC35B64AAAE1,2026-07-02T17:02:00,2026-08-15T12:00:00
20000169,9000169,2025-11-08T12:30:00,DIGITAL_WALLET,CAPTURED,73.13,USD,PAY-79B864080E3C6A2B,2025-11-08T12:23:00,2026-08-15T12:00:00
20000170,9000170,2026-04-23T14:12:00,CARD,CAPTURED,234.21,USD,PAY-B4EF8C93C57CE4AD,2026-04-23T14:05:00,2026-08-15T12:00:00
20000171,9000171,2025-05-16T19:35:00,CARD,CAPTURED,144.3,USD,PAY-EFD05CDC1CC3268F,2025-05-16T19:26:00,2026-08-15T12:00:00
20000172,9000172,2026-01-05T14:04:00,DIGITAL_WALLET,CAPTURED,37.11,USD,PAY-6D188BE0335154E0,2026-01-05T14:02:00,2026-08-15T12:00:00
20000173,9000173,2024-10-21T16:45:00,CARD,CAPTURED,209.07,USD,PAY-4FC4BB7A20552A9B,2024-10-21T16:41:00,2026-08-15T12:00:00
20000174,9000174,2024-10-10T14:23:00,CARD,CAPTURED,81.28,USD,PAY-8DD309DDABF34EEB,2024-10-10T14:21:00,2026-08-15T12:00:00
20000175,9000175,2026-03-12T14:35:00,DIGITAL_WALLET,CAPTURED,443.86,USD,PAY-886E5FA76DEE413B,2026-03-12T14:25:00,2026-08-15T12:00:00
20000176,9000176,2026-03-29T16:22:00,CARD,CAPTURED,25.97,USD,PAY-9EE756172400AA80,2026-03-29T16:19:00,2026-08-15T12:00:00
20000177,9000177,2024-06-05T18:17:00,CARD,CAPTURED,40.63,USD,PAY-9D4913D97AD85FC2,2024-06-05T18:14:00,2026-08-15T12:00:00
20000178,9000178,2026-07-17T16:35:00,DIGITAL_WALLET,REFUNDED,238.24,USD,PAY-28C2AC90CDEEE87C,2026-07-17T16:30:00,2026-08-15T12:00:00
20000179,9000179,2026-05-12T20:12:00,CARD,CAPTURED,71.64,USD,PAY-19BE61E0A5A7F4F5,2026-05-12T20:03:00,2026-08-15T12:00:00
20000180,9000180,2024-04-19T19:44:00,GIFT_CARD,CAPTURED,379.22,USD,PAY-C511DC37FB0DD8C7,2024-04-19T19:42:00,2026-08-15T12:00:00
20000181,9000181,2026-07-13T11:12:00,GIFT_CARD,CAPTURED,120.59,USD,PAY-EC6FDCA4D2509A5F,2026-07-13T11:02:00,2026-08-15T12:00:00
20000182,9000182,2024-10-14T09:45:00,CARD,CAPTURED,432.57,USD,PAY-8D34868574689163,2024-10-14T09:44:00,2026-08-15T12:00:00
20000183,9000183,2025-10-18T13:48:00,CARD,CAPTURED,118.15,USD,PAY-E7EE32F7C599625C,2025-10-18T13:39:00,2026-08-15T12:00:00
20000184,9000184,2025-07-18T20:21:00,CARD,CAPTURED,116.33,USD,PAY-63C875E59A17E61A,2025-07-18T20:19:00,2026-08-15T12:00:00
20000185,9000185,2026-05-02T17:29:00,CARD,CAPTURED,108.51,USD,PAY-DB91EDAFD21B2667,2026-05-02T17:21:00,2026-08-15T12:00:00
20000186,9000186,2026-07-17T11:49:00,GIFT_CARD,CAPTURED,277.06,USD,PAY-265F5F2ED606434A,2026-07-17T11:43:00,2026-08-15T12:00:00
20000187,9000187,2024-12-09T16:50:00,CARD,CAPTURED,239.8,USD,PAY-6AF1E83B4C602222,2024-12-09T16:41:00,2026-08-15T12:00:00
20000188,9000188,2024-05-31T18:27:00,CARD,CAPTURED,24.1,USD,PAY-1C0105558D625D03,2024-05-31T18:17:00,2026-08-15T12:00:00
20000189,9000189,2026-07-20T13:47:00,DIGITAL_WALLET,CAPTURED,198.32,USD,PAY-55A723FB71D29598,2026-07-20T13:43:00,2026-08-15T12:00:00
20000190,9000190,2026-07-14T09:35:00,DIGITAL_WALLET,REFUNDED,98.02,USD,PAY-155E800625651798,2026-07-14T09:30:00,2026-08-15T12:00:00
20000191,9000191,2026-07-14T14:42:00,CARD,CAPTURED,63.84,USD,PAY-E00060233F43E0DD,2026-07-14T14:36:00,2026-08-15T12:00:00
20000192,9000192,2025-09-26T17:56:00,DIGITAL_WALLET,CAPTURED,35.5,USD,PAY-0C52613CB01D3521,2025-09-26T17:50:00,2026-08-15T12:00:00
20000193,9000193,2025-12-08T19:47:00,CARD,CAPTURED,104.52,USD,PAY-D0B44E3106BC3A51,2025-12-08T19:40:00,2026-08-15T12:00:00
20000194,9000194,2025-05-20T22:19:00,DIGITAL_WALLET,CAPTURED,126.27,USD,PAY-1E7F6213858B6948,2025-05-20T22:17:00,2026-08-15T12:00:00
20000195,9000195,2026-03-15T13:40:00,CARD,CAPTURED,90.5,USD,PAY-9F54C33635F7603C,2026-03-15T13:35:00,2026-08-15T12:00:00
20000196,9000196,2024-06-05T15:22:00,CARD,CAPTURED,32.5,USD,PAY-29BC22F87483DE1D,2024-06-05T15:14:00,2026-08-15T12:00:00
20000197,9000197,2026-06-26T15:11:00,CARD,CAPTURED,69.47,USD,PAY-8678765116AFE525,2026-06-26T15:10:00,2026-08-15T12:00:00
20000198,9000198,2024-12-05T11:53:00,CARD,CAPTURED,234.82,USD,PAY-2118A278D5C04985,2024-12-05T11:46:00,2026-08-15T12:00:00
20000199,9000199,2026-07-04T14:05:00,CARD,CAPTURED,44.5,USD,PAY-D8DEB572DDB910D0,2026-07-04T14:01:00,2026-08-15T12:00:00
20000200,9000200,2026-07-18T15:49:00,CARD,CAPTURED,513.95,USD,PAY-CDD477C23359258A,2026-07-18T15:43:00,2026-08-15T12:00:00
