order_item_id,order_id,line_number,product_id,quantity,unit_price,unit_cost,discount_amount,tax_amount,created_at,updated_at
10000244,9000127,1,10008,2,18.15,12.81,5.44,0.0,2026-02-26T18:43:00,2026-08-15T12:00:00
10000245,9000127,2,10006,1,36.17,18.38,3.62,2.6,2026-02-26T18:43:00,2026-08-15T12:00:00
10000246,9000127,3,10017,1,140.14,69.19,14.01,6.31,2026-02-26T18:43:00,2026-08-15T12:00:00
10000247,9000128,1,10007,1,75.41,28.66,11.31,5.13,2026-07-22T12:47:00,2026-08-15T12:00:00
10000248,9000128,2,10009,1,56.51,35.78,8.48,2.4,2026-07-22T12:47:00,2026-08-15T12:00:00
10000249,9000129,1,10002,3,62.06,22.87,0.0,14.89,2026-04-12T16:50:00,2026-08-15T12:00:00
10000250,9000130,1,10008,1,18.15,12.81,1.81,0.82,2025-12-31T12:50:00,2026-08-15T12:00:00
10000251,9000130,2,10012,2,21.47,7.82,2.15,3.26,2025-12-31T12:50:00,2026-08-15T12:00:00
10000252,9000131,1,10026,1,17.69,11.26,0.0,0.0,2025-04-17T14:51:00,2026-08-15T12:00:00
10000253,9000132,1,10014,1,38.33,17.8,0.0,3.07,2025-09-04T11:31:00,2026-08-15T12:00:00
10000254,9000132,2,10013,1,84.25,32.51,0.0,5.05,2025-09-04T11:31:00,2026-08-15T12:00:00
10000255,9000133,1,10012,1,21.47,7.82,0.0,1.07,2026-06-20T13:19:00,2026-08-15T12:00:00
10000256,9000133,2,10029,1,27.97,16.93,0.0,2.24,2026-06-20T13:19:00,2026-08-15T12:00:00
10000257,9000133,3,10004,3,32.58,17.78,0.0,5.86,2026-06-20T13:19:00,2026-08-15T12:00:00
10000258,9000134,1,10027,1,50.46,27.74,2.52,2.88,2026-01-31T13:38:00,2026-08-15T12:00:00
10000259,9000135,1,10023,1,32.24,21.91,0.0,1.61,2025-08-03T17:49:00,2026-08-15T12:00:00
10000260,9000135,2,10015,1,48.67,34.72,0.0,2.43,2025-08-03T17:49:00,2026-08-15T12:00:00
10000261,9000136,1,10016,1,55.14,29.62,5.51,0.0,2024-06-06T15:39:00,2026-08-15T12:00:00
10000262,9000137,1,10024,2,104.78,37.65,31.43,10.69,2025-05-19T20:43:00,2026-08-15T12:00:00
10000263,9000137,2,10016,1,55.14,29.62,5.51,2.98,2025-05-19T20:43:00,2026-08-15T12:00:00
10000264,9000137,3,10015,2,48.67,34.72,9.73,4.38,2025-05-19T20:43:00,2026-08-15T12:00:00
10000265,9000137,4,10027,1,50.46,27.74,5.05,0.0,2025-05-19T20:43:00,2026-08-15T12:00:00
10000266,9000137,5,10029,2,27.97,16.93,2.8,3.19,2025-05-19T20:43:00,2026-08-15T12:00:00
10000267,9000138,1,10016,1,55.14,29.62,0.0,3.31,2025-03-14T11:55:00,2026-08-15T12:00:00
10000268,9000138,2,10027,2,50.46,27.74,0.0,5.05,2025-03-14T11:55:00,2026-08-15T12:00:00
10000269,9000139,1,10030,3,33.78,21.73,0.0,5.07,2025-11-26T13:32:00,2026-08-15T12:00:00
10000270,9000140,1,10026,1,17.69,11.26,0.0,1.42,2025-11-11T12:10:00,2026-08-15T12:00:00
10000271,9000141,1,10024,1,104.78,37.65,15.72,0.0,2026-03-23T13:34:00,2026-08-15T12:00:00
10000272,9000141,2,10021,4,37.57,20.21,22.54,0.0,2026-03-23T13:34:00,2026-08-15T12:00:00
10000273,9000142,1,10030,2,33.78,21.73,6.76,0.0,2025-01-19T15:17:00,2026-08-15T12:00:00
10000274,9000143,1,10006,1,36.17,18.38,0.0,2.17,2026-01-07T12:53:00,2026-08-15T12:00:00
10000275,9000143,2,10017,2,140.14,69.19,0.0,0.0,2026-01-07T12:53:00,2026-08-15T12:00:00
10000276,9000143,3,10015,1,48.67,34.72,0.0,2.43,2026-01-07T12:53:00,2026-08-15T12:00:00
10000277,9000144,1,10030,2,33.78,21.73,10.13,3.45,2026-07-15T20:55:00,2026-08-15T12:00:00
10000278,9000144,2,10014,3,38.33,17.8,5.75,8.74,2026-07-15T20:55:00,2026-08-15T12:00:00
10000279,9000144,3,10002,2,62.06,22.87,18.62,5.28,2026-07-15T20:55:00,2026-08-15T12:00:00
10000280,9000145,1,10008,3,18.15,12.81,2.72,4.14,2026-05-03T17:58:00,2026-08-15T12:00:00
10000281,9000145,2,10025,1,31.3,15.29,1.57,1.78,2026-05-03T17:58:00,2026-08-15T12:00:00
10000282,9000145,3,10017,1,140.14,69.19,14.01,10.09,2026-05-03T17:58:00,2026-08-15T12:00:00
10000283,9000145,4,10010,1,31.14,16.68,4.67,1.59,2026-05-03T17:58:00,2026-08-15T12:00:00
10000284,9000146,1,10006,1,36.17,18.38,1.81,1.72,2025-07-04T21:49:00,2026-08-15T12:00:00
10000285,9000146,2,10005,3,94.96,36.23,14.24,0.0,2025-07-04T21:49:00,2026-08-15T12:00:00
10000286,9000146,3,10015,1,48.67,34.72,7.3,2.48,2025-07-04T21:49:00,2026-08-15T12:00:00
10000287,9000146,4,10012,1,21.47,7.82,2.15,0.97,2025-07-04T21:49:00,2026-08-15T12:00:00
10000288,9000147,1,10010,1,31.14,16.68,0.0,1.87,2024-07-21T14:28:00,2026-08-15T12:00:00
10000289,9000147,2,10005,1,94.96,36.23,0.0,7.6,2024-07-21T14:28:00,2026-08-15T12:00:00
10000290,9000147,3,10026,1,17.69,11.26,0.0,1.06,2024-07-21T14:28:00,2026-08-15T12:00:00
10000291,9000148,1,10003,2,54.28,33.16,10.86,0.0,2024-12-06T12:53:00,2026-08-15T12:00:00
10000292,9000149,1,10009,1,56.51,35.78,0.0,0.0,2026-07-30T16:54:00,2026-08-15T12:00:00
10000293,9000150,1,10008,1,18.15,12.81,0.0,0.0,2025-01-29T15:16:00,2026-08-15T12:00:00
10000294,9000151,1,10013,1,84.25,32.51,8.43,6.07,2025-10-27T14:51:00,2026-08-15T12:00:00
10000295,9000151,2,10026,1,17.69,11.26,0.88,1.01,2025-10-27T14:51:00,2026-08-15T12:00:00
10000296,9000152,1,10001,1,37.63,22.77,0.0,3.01,2026-05-27T15:41:00,2026-08-15T12:00:00
10000297,9000152,2,10022,2,135.46,58.61,0.0,21.67,2026-05-27T15:41:00,2026-08-15T12:00:00
10000298,9000152,3,10029,2,27.97,16.93,0.0,2.8,2026-05-27T15:41:00,2026-08-15T12:00:00
10000299,9000153,1,10022,2,135.46,58.61,0.0,13.55,2025-05-14T15:22:00,2026-08-15T12:00:00
10000300,9000153,2,10007,1,75.41,28.66,0.0,3.77,2025-05-14T15:22:00,2026-08-15T12:00:00
10000301,9000154,1,10007,1,75.41,28.66,0.0,4.52,2026-04-14T16:33:00,2026-08-15T12:00:00
10000302,9000155,1,10016,1,55.14,29.62,5.51,2.98,2026-02-09T17:14:00,2026-08-15T12:00:00
10000303,9000156,1,10030,2,33.78,21.73,0.0,0.0,2026-01-01T16:24:00,2026-08-15T12:00:00
10000304,9000156,2,10002,1,62.06,22.87,0.0,4.96,2026-01-01T16:24:00,2026-08-15T12:00:00
10000305,9000156,3,10026,1,17.69,11.26,0.0,1.42,2026-01-01T16:24:00,2026-08-15T12:00:00
10000306,9000157,1,10009,1,56.51,35.78,2.83,3.22,2026-07-24T17:12:00,2026-08-15T12:00:00
10000307,9000157,2,10024,2,104.78,37.65,20.96,0.0,2026-07-24T17:12:00,2026-08-15T12:00:00
10000308,9000157,3,10011,1,72.76,27.25,7.28,3.93,2026-07-24T17:12:00,2026-08-15T12:00:00
10000309,9000157,4,10028,1,19.79,12.54,0.99,1.13,2026-07-24T17:12:00,2026-08-15T12:00:00
10000310,9000157,5,10026,1,17.69,11.26,0.88,1.34,2026-07-24T17:12:00,2026-08-15T12:00:00
10000311,9000158,1,10010,1,31.14,16.68,0.0,0.0,2025-08-31T18:48:00,2026-08-15T12:00:00
10000312,9000159,1,10014,1,38.33,17.8,0.0,3.07,2025-11-10T14:27:00,2026-08-15T12:00:00
10000313,9000159,2,10021,1,37.57,20.21,0.0,3.01,2025-11-10T14:27:00,2026-08-15T12:00:00
10000314,9000159,3,10026,2,17.69,11.26,0.0,2.83,2025-11-10T14:27:00,2026-08-15T12:00:00
10000315,9000159,4,10015,1,48.67,34.72,0.0,0.0,2025-11-10T14:27:00,2026-08-15T12:00:00
10000316,9000160,1,10030,1,33.78,21.73,0.0,1.69,2024-12-11T18:38:00,2026-08-15T12:00:00
10000317,9000160,2,10008,2,18.15,12.81,0.0,1.81,2024-12-11T18:38:00,2026-08-15T12:00:00
10000318,9000160,3,10016,2,55.14,29.62,0.0,8.82,2024-12-11T18:38:00,2026-08-15T12:00:00
10000319,9000161,1,10008,1,18.15,12.81,0.91,1.38,2025-11-06T16:52:00,2026-08-15T12:00:00
10000320,9000161,2,10028,1,19.79,12.54,2.97,0.0,2025-11-06T16:52:00,2026-08-15T12:00:00
10000321,9000162,1,10008,1,18.15,12.81,0.0,0.91,2026-07-15T19:50:00,2026-08-15T12:00:00
10000322,9000163,1,10030,1,33.78,21.73,3.38,0.0,2025-10-25T16:26:00,2026-08-15T12:00:00
10000323,9000163,2,10018,1,55.34,28.8,8.3,2.35,2025-10-25T16:26:00,2026-08-15T12:00:00
10000324,9000163,3,10025,1,31.3,15.29,1.57,0.0,2025-10-25T16:26:00,2026-08-15T12:00:00
10000325,9000163,4,10003,3,54.28,33.16,8.14,0.0,2025-10-25T16:26:00,2026-08-15T12:00:00
10000326,9000164,1,10021,1,37.57,20.21,3.76,0.0,2026-05-17T19:35:00,2026-08-15T12:00:00
10000327,9000164,2,10007,1,75.41,28.66,3.77,4.3,2026-05-17T19:35:00,2026-08-15T12:00:00
10000328,9000165,1,10009,1,56.51,35.78,2.83,2.68,2024-12-12T14:20:00,2026-08-15T12:00:00
10000329,9000165,2,10021,1,37.57,20.21,3.76,2.7,2024-12-12T14:20:00,2026-08-15T12:00:00
10000330,9000165,3,10008,2,18.15,12.81,1.81,1.72,2024-12-12T14:20:00,2026-08-15T12:00:00
10000331,9000165,4,10018,2,55.34,28.8,5.53,8.41,2024-12-12T14:20:00,2026-08-15T12:00:00
10000332,9000166,1,10009,2,56.51,35.78,16.95,7.69,2025-08-05T17:51:00,2026-08-15T12:00:00
10000333,9000166,2,10023,1,32.24,21.91,3.22,1.74,2025-08-05T17:51:00,2026-08-15T12:00:00
10000334,9000166,3,10026,1,17.69,11.26,2.65,1.2,2025-08-05T17:51:00,2026-08-15T12:00:00
10000335,9000167,1,10004,2,32.58,17.78,9.77,2.77,2026-04-27T13:12:00,2026-08-15T12:00:00
10000336,9000168,1,10029,1,27.97,16.93,1.4,1.33,2026-07-02T17:02:00,2026-08-15T12:00:00
10000337,9000169,1,10001,1,37.63,22.77,3.76,1.69,2025-11-08T12:23:00,2026-08-15T12:00:00
10000338,9000169,2,10014,1,38.33,17.8,5.75,0.0,2025-11-08T12:23:00,2026-08-15T12:00:00
10000339,9000170,1,10005,1,94.96,36.23,0.0,7.6,2026-04-23T14:05:00,2026-08-15T12:00:00
10000340,9000170,2,10020,2,34.99,13.43,0.0,5.6,2026-04-23T14:05:00,2026-08-15T12:00:00
10000341,9000170,3,10019,1,52.9,20.3,0.0,3.17,2026-04-23T14:05:00,2026-08-15T12:00:00
10000342,9000171,1,10011,1,72.76,27.25,10.91,4.95,2025-05-16T19:26:00,2026-08-15T12:00:00
10000343,9000171,2,10023,1,32.24,21.91,1.61,1.84,2025-05-16T19:26:00,2026-08-15T12:00:00
10000344,9000171,3,10027,1,50.46,27.74,7.57,2.14,2025-05-16T19:26:00,2026-08-15T12:00:00
10000345,9000172,1,10006,1,36.17,18.38,1.81,2.75,2026-01-05T14:02:00,2026-08-15T12:00:00
10000346,9000173,1,10016,2,55.14,29.62,0.0,0.0,2024-10-21T16:41:00,2026-08-15T12:00:00
10000347,9000173,2,10009,1,56.51,35.78,0.0,2.83,2024-10-21T16:41:00,2026-08-15T12:00:00
10000348,9000173,3,10021,1,37.57,20.21,0.0,1.88,2024-10-21T16:41:00,2026-08-15T12:00:00
10000349,9000174,1,10001,2,37.63,22.77,0.0,6.02,2024-10-10T14:21:00,2026-08-15T12:00:00
10000350,9000175,1,10007,1,75.41,28.66,11.31,5.13,2026-03-12T14:25:00,2026-08-15T12:00:00
10000351,9000175,2,10006,2,36.17,18.38,10.85,3.07,2026-03-12T14:25:00,2026-08-15T12:00:00
10000352,9000175,3,10022,2,135.46,58.61,13.55,20.59,2026-03-12T14:25:00,2026-08-15T12:00:00
10000353,9000175,4,10025,1,31.3,15.29,1.57,2.38,2026-03-12T14:25:00,2026-08-15T12:00:00
10000354,9000176,1,10028,1,19.79,12.54,0.0,1.19,2026-03-29T16:19:00,2026-08-15T12:00:00
10000355,9000177,1,10014,1,38.33,17.8,0.0,2.3,2024-06-05T18:14:00,2026-08-15T12:00:00
10000356,9000178,1,10017,2,140.14,69.19,42.04,0.0,2026-07-17T16:30:00,2026-08-15T12:00:00
10000357,9000179,1,10004,1,32.58,17.78,4.89,1.38,2026-05-12T20:03:00,2026-08-15T12:00:00
10000358,9000179,2,10006,1,36.17,18.38,5.43,1.84,2026-05-12T20:03:00,2026-08-15T12:00:00
10000359,9000180,1,10004,1,32.58,17.78,0.0,1.95,2024-04-19T19:42:00,2026-08-15T12:00:00
10000360,9000180,2,10002,2,62.06,22.87,0.0,7.45,2024-04-19T19:42:00,2026-08-15T12:00:00
10000361,9000180,3,10013,2,84.25,32.51,0.0,13.48,2024-04-19T19:42:00,2026-08-15T12:00:00
10000362,9000180,4,10010,1,31.14,16.68,0.0,0.0,2024-04-19T19:42:00,2026-08-15T12:00:00
10000363,9000181,1,10030,4,33.78,21.73,20.27,5.74,2026-07-13T11:02:00,2026-08-15T12:00:00
10000364,9000182,1,10013,1,84.25,32.51,8.43,4.55,2024-10-14T09:44:00,2026-08-15T12:00:00
10000365,9000182,2,10005,1,94.96,36.23,9.5,4.27,2024-10-14T09:44:00,2026-08-15T12:00:00
10000366,9000182,3,10024,1,104.78,37.65,5.24,7.96,2024-10-14T09:44:00,2026-08-15T12:00:00
10000367,9000182,4,10002,1,62.06,22.87,3.1,3.54,2024-10-14T09:44:00,2026-08-15T12:00:00
10000368,9000182,5,10015,2,48.67,34.72,4.87,0.0,2024-10-14T09:44:00,2026-08-15T12:00:00
10000369,9000183,1,10012,1,21.47,7.82,0.0,1.72,2025-10-18T13:39:00,2026-08-15T12:00:00
10000370,9000183,2,10005,1,94.96,36.23,0.0,0.0,2025-10-18T13:39:00,2026-08-15T12:00:00
10000371,9000184,1,10026,2,17.69,11.26,3.54,1.91,2025-07-18T20:19:00,2026-08-15T12:00:00
10000372,9000184,2,10019,1,52.9,20.3,5.29,2.86,2025-07-18T20:19:00,2026-08-15T12:00:00
10000373,9000184,3,10025,1,31.3,15.29,1.57,2.38,2025-07-18T20:19:00,2026-08-15T12:00:00
10000374,9000185,1,10006,3,36.17,18.38,0.0,0.0,2026-05-02T17:21:00,2026-08-15T12:00:00
10000375,9000186,1,10029,1,27.97,16.93,0.0,0.0,2026-07-17T11:43:00,2026-08-15T12:00:00
10000376,9000186,2,10028,1,19.79,12.54,0.0,0.99,2026-07-17T11:43:00,2026-08-15T12:00:00
10000377,9000186,3,10024,2,104.78,37.65,0.0,0.0,2026-07-17T11:43:00,2026-08-15T12:00:00
10000378,9000186,4,10026,1,17.69,11.26,0.0,1.06,2026-07-17T11:43:00,2026-08-15T12:00:00
10000379,9000187,1,10007,3,75.41,28.66,0.0,13.57,2024-12-09T16:41:00,2026-08-15T12:00:00
10000380,9000188,1,10026,1,17.69,11.26,0.0,1.42,2024-05-31T18:17:00,2026-08-15T12:00:00
10000381,9000189,1,10018,2,55.34,28.8,5.53,8.41,2026-07-20T13:43:00,2026-08-15T12:00:00
10000382,9000189,2,10005,1,94.96,36.23,14.24,4.04,2026-07-20T13:43:00,2026-08-15T12:00:00
10000383,9000190,1,10015,2,48.67,34.72,4.87,5.55,2026-07-14T09:30:00,2026-08-15T12:00:00
10000384,9000191,1,10002,1,62.06,22.87,6.21,0.0,2026-07-14T14:36:00,2026-08-15T12:00:00
10000385,9000192,1,10021,1,37.57,20.21,3.76,1.69,2025-09-26T17:50:00,2026-08-15T12:00:00
10000386,9000193,1,10024,1,104.78,37.65,5.24,4.98,2025-12-08T19:40:00,2026-08-15T12:00:00
10000387,9000194,1,10017,1,140.14,69.19,21.02,7.15,2025-05-20T22:17:00,2026-08-15T12:00:00
10000388,9000195,1,10010,1,31.14,16.68,4.67,2.12,2026-03-15T13:35:00,2026-08-15T12:00:00
10000389,9000195,2,10002,1,62.06,22.87,3.1,2.95,2026-03-15T13:35:00,2026-08-15T12:00:00
10000390,9000196,1,10004,1,32.58,17.78,1.63,1.55,2024-06-05T15:14:00,2026-08-15T12:00:00
10000391,9000197,1,10020,2,34.99,13.43,10.5,0.0,2026-06-26T15:10:00,2026-08-15T12:00:00
10000392,9000198,1,10013,1,84.25,32.51,0.0,5.05,2024-12-05T11:46:00,2026-08-15T12:00:00
10000393,9000198,2,10011,2,72.76,27.25,0.0,0.0,2024-12-05T11:46:00,2026-08-15T12:00:00
10000394,9000199,1,10001,1,37.63,22.77,0.0,1.88,2026-07-04T14:01:00,2026-08-15T12:00:00
10000395,9000200,1,10019,1,52.9,20.3,2.65,3.01,2026-07-18T15:43:00,2026-08-15T12:00:00
10000396,9000200,2,10024,1,104.78,37.65,15.72,0.0,2026-07-18T15:43:00,2026-08-15T12:00:00
10000397,9000200,3,10017,2,140.14,69.19,28.03,20.18,2026-07-18T15:43:00,2026-08-15T12:00:00
10000398,9000200,4,10013,1,84.25,32.51,4.21,0.0,2026-07-18T15:43:00,2026-08-15T12:00:00
10000399,9000200,5,10012,1,21.47,7.82,3.22,0.91,2026-07-18T15:43:00,2026-08-15T12:00:00
